Video,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight
P1.avi,1.8030502460371071e-06,0.026339226096623806,0.023088323209824915,0.15292677456950815,0.1878565453022031,0.1820204696782946,7.275805488399909e-05,6.942151416294735e-07,5.471872638388434e-07,0.2974444203150824,0.2533729541633584,0.28216622369757577,0.28862149514942465,0.028519609204984423,0.2518465601670649,0.258829243826899,0.033957121084393006,0.1993597068628502,0.1923748084657399,0.4400319522268022,0.3486342255290267,0.00693016065149809,0.007762702325453089,0.00025643466761578155,0.0003036119105905228,0.06967709264708093,0.003789684541224227,0.007382726866721354,0.024158845723403287,0.012176864994181864,0.0004479749808107127,0.000543823626397025,0.009628588272843875,0.0032110244273431117,0.01230871335200936,0.015487617687134794,0.053870604678011955,0.022599002308443854,0.10434855865526307,0.005064106735988662,0.02142786855850866,0.010527329406748252,0.008744887073587353,0.01852063803945633,0.0945647570121457,0.0811302193002097,0.005479856294442015,0.004117931850565382,0.0022062984313826178,0.002437497961951729,3.186032242538821e-06,9.170929647509388e-07
P10.avi,2.4023602374908227e-06,0.11825838386973547,0.05743839811000196,0.02370334944900278,0.051442421448002346,0.13115225306941236,8.072253156952343e-05,1.2369871681534805e-06,7.826355204355746e-07,0.3197930269420693,0.20258799801528662,0.26919984028030336,0.26524628727145527,0.06223730150083858,0.234357912849349,0.23160842998269313,0.07269576589145696,0.1839454132682493,0.1915676718795389,0.46027506005262464,0.3930793584035154,0.00779625853282309,0.03444126195273608,0.00024251950937802605,0.0004564060981698635,0.05570941640511159,0.0021862215778692905,0.009599253318749876,0.015991286541814274,0.011279044708482148,0.0006918254233098509,0.0005829680858840374,0.003183260845909646,0.0022415609008338065,0.006441145447652062,0.011043418227569723,0.12885709545585292,0.0418583374570581,0.03374867185516404,0.010577786841345898,0.016468824316561072,0.008788617084003603,0.0073147517270753136,0.012109531696209546,0.1323836785153446,0.11052353291963686,0.015901248296152776,0.005892741906140259,0.004742860377256014,0.003892206277564343,1.2360580993933052e-06,1.2234464705387327e-06
P11.avi,1.8728562726918225e-06,0.037810870889485676,0.0053336936272100465,0.013816472827419959,0.12260337588287565,0.41484995776528594,4.358929305208424e-05,5.076887851394122e-07,5.652128825968719e-07,0.4860527087228503,0.29374501432035544,0.4214603803728605,0.43343224726789953,0.07328502652973698,0.1096091187752346,0.1146806134103465,0.08572101025384408,0.06557008253873758,0.06947152739587521,0.47724655735671034,0.4537917726717343,0.0017861138072682644,0.004787440168941856,0.00013895034323547147,0.00031336631577968846,0.011118217253424444,0.000580050129998673,0.0010925560192211602,0.035660874560776656,0.024523567176983257,0.000682629288363961,0.0007266409220728336,0.0014356417920715593,0.004032721739756436,0.0025987670605356126,0.0029590142754335105,0.1570312194250506,0.09942475517163246,0.030316795523609125,0.00166876859323209,0.02021698873728534,0.01329215212516004,0.02527642335947959,0.02754454329623685,0.07562504658272633,0.06573810630753135,0.005168627097306821,0.006075702283470153,0.004158358616831942,0.005004971171348427,1.9635500281769627e-06,8.340573677535912e-07
P12.avi,2.5375520398073946e-06,0.0405029661447638,0.031034054896114216,0.0084235179600726,0.11775610619015045,0.19528286539852177,0.00014546446021768134,1.1197913021285043e-06,3.355213400655838e-07,0.3505061841870672,0.24278986685054468,0.24171411411063984,0.22691585540456238,0.0577831625450094,0.23545568525720817,0.23405631705277197,0.060255245881642105,0.10186528589902069,0.10539668505085528,0.6322650179231832,0.5458675921765503,0.002530347131209077,0.0040389472969335595,0.00025216535219475496,0.000549045599022375,0.028180399272592208,0.0003675914956987942,0.004969175528060608,0.012744908201931112,0.04886389386917409,0.000204261292577714,0.00014318572823200675,0.002853401970495973,0.000958718140292702,0.00887079292325015,0.01477633216919564,0.08493240784722397,0.08097985779981268,0.011245676691409731,0.007264154091713645,0.012532786306247308,0.015021182650141716,0.01451460472105293,0.01142937862459803,0.5955153071874647,0.6018117002131892,0.009548812323158129,0.005175415133189831,0.027885992840835733,0.0369919072944692,6.207237777177376e-07,1.192220772882122e-06
P13.avi,2.6531021356541414e-06,0.014302698134273104,0.005442580161019818,0.1075116523019703,0.18049699443886408,0.24434166179411507,0.00011774194742141015,4.727531468643017e-07,4.3745174119211444e-07,0.3468065907684516,0.2866904711088202,0.2902085673236145,0.2848493398925053,0.046221597527257616,0.13807090087461152,0.1330874352649004,0.0461776480089723,0.04669450508181439,0.04829631842352881,0.5684850782491555,0.5232067567685414,0.0020180887475619693,0.0014715838567570408,0.00034185907126129945,0.004365625079358176,0.02670063567246101,2.580196701465974e-05,0.0027698046444898333,0.049895242994833125,0.006392067792529133,0.00045842885656892997,0.0006982444610573665,0.005124592593789242,0.022382678867992743,0.007450080419178013,0.014125549964340376,0.06973286171423225,0.04679993061734007,0.015383463755134176,9.791643236654701e-05,0.01045649513035227,0.0062503889428518755,0.009481672155569918,0.02982201882678836,0.17207803607617056,0.1302900923029065,0.003618050016052605,0.011891262809439319,0.04503472580296894,0.037019788667222844,1.8735620014109345e-06,1.688606697882333e-06
P14.avi,2.310573983924615e-06,0.0035172061835049826,0.003042694261029739,0.33601879924498546,0.4617750894622671,0.3512291109800612,0.00021674895277166078,2.1746668390427805e-06,9.858699970702983e-07,0.2743092689105148,0.2398944015546298,0.4064670547460542,0.39225248795718487,0.11816824090012237,0.21354745341756437,0.1822824721943745,0.08792687184643025,0.05605236352572125,0.057204103764268106,0.4376624412012198,0.3974040929987329,0.013215486229153674,0.018613112984050065,0.0007567998379957966,0.0025016513468990986,0.07407631562669693,0.0007279739024680352,0.0035628266318647383,0.016200234337562586,0.014815638671079984,0.0031481336772304917,0.0032946905561300056,0.010443630065815166,0.0015970137108293789,0.05034522727985109,0.07727738966791119,0.08832456276453249,0.0787589328446941,0.042352220847047845,0.003682549083636194,0.02522456868227621,0.013076167917430537,0.03789391195402439,0.04122952493081271,0.2353696445437194,0.22968517927072415,0.012262326146790434,0.02025192072557455,0.10845900848264134,0.12068378720266433,3.3195965179695168e-06,2.0436393283269494e-06
P15.avi,1.1095616037232275e-06,0.004655941408542866,0.002584402774723773,0.45411782468243356,0.35494632026711703,0.37919539435568855,7.152661884008331e-05,1.8422839197306395e-06,2.987849867957416e-07,0.38659184590145523,0.27947184382491774,0.35171052983282297,0.3483234849502175,0.20477390592085298,0.20791554023488998,0.2043984779531952,0.19661737118905537,0.044095915207813016,0.05188594772951963,0.5391680263371208,0.5533358551170211,0.002468781424521284,0.006102101313694323,0.00018046858313086118,0.0013289361174517278,0.2037826636625868,0.014205265797542334,0.009394186553585142,0.0072482241868663325,0.033781566758158695,0.00018415686306602502,0.00017624504084831676,0.015316830271668748,0.0010427663914214164,0.030189795404941242,0.03120070159254753,0.01804408784426537,0.03509846128752718,0.29625297137663326,0.010668044881201459,0.038925982730431505,0.030838248824171025,0.009632365958631192,0.026075507183977477,0.013787890864569127,0.014127770403095078,0.001393281213640893,0.001170217114528465,0.016239658713042997,0.02426035763976625,1.8187119558108959e-06,7.43101945778618e-07
P16.avi,4.123504834585512e-06,0.12822436517630578,0.10865487047497177,0.032051495712883064,0.04730059611642918,0.05795431958674087,0.00012104428237298149,1.5779298770105187e-06,1.0045584451359086e-06,0.27946589395246224,0.15181220071127433,0.2564673964231723,0.23462049677591912,0.13055827755550742,0.1589529542168213,0.14996759060265072,0.12660023645176033,0.07956907746392017,0.09260237800362416,0.4156966740591658,0.515453942421175,0.00401664504352353,0.013068591139460359,0.0003388171901640254,0.001581485820244414,0.04594248343525397,0.00039295742169775716,0.0030824816960089148,0.012815322026141185,0.008607227898247348,0.0032941605968117033,0.003593666958057915,0.0029964200756543292,0.00800820194018226,0.01532171294416515,0.02158309326678532,0.09838646069520743,0.08204592482037419,0.014077330308443263,0.0004970703920753616,0.02890917740720281,0.019898324049383492,0.04006246546968583,0.05174241850564458,0.24637183952111366,0.22357575253292986,0.028837229767615755,0.019833851162094653,0.0507887165330925,0.05725582268447847,1.036920475993061e-06,2.2414009625224496e-06
P17.avi,2.2906555156887827e-06,0.041968689996410916,0.00789719496688225,0.4284002114108727,0.1051375094181203,0.25479695787599493,0.0002334699698114962,1.832375412026612e-06,4.78757591650673e-07,0.5373099852341371,0.35134658656255313,0.36692848047319326,0.3410373972033796,0.01710182273908228,0.2898499196087828,0.2943077010398207,0.014474544453628354,0.03814022072764202,0.043807016682644195,0.6253313166868748,0.6280965956955593,0.0013228210742698562,0.0018246914333138703,0.0006972032052779056,0.0015328254294472595,0.023157253163712973,0.00023838910758092945,0.0018718283793419726,0.09265636216807069,0.05968342833302083,0.0004901425764055744,0.0006519437017392721,0.005554793620327577,0.020008208770821795,0.043817759217597084,0.06653293307561728,0.09897523407780075,0.07791757252499193,0.014513630223401876,0.0008387108843082916,0.010554327686357192,0.013578307356808919,0.008393877119990496,0.016202013860808807,0.5146255265133101,0.44473407415578053,0.01937527396135869,0.009206215323448692,0.12658737924747474,0.1279633981036532,1.9507308853541897e-06,1.953515989235842e-06
P20.avi,2.2795314837931323e-06,0.2223899264046517,0.18476644759290542,0.0019299222734774008,0.025792753889164858,0.062936713195915,3.6880600343791904e-05,3.0299963626341274e-07,7.213031762416702e-07,0.3946055152204734,0.2878734103541274,0.2976580624580568,0.2707722580831608,0.10643805025430399,0.18808001558107232,0.20775237233734956,0.1263115615664323,0.1077284171503986,0.11992311123517195,0.6020465463147961,0.5678485051111264,0.0021830344423425787,0.004149948118107094,0.0001317505907290387,0.0017543819585281505,0.022375468184640084,0.0007208758884955036,0.006553193505792971,0.07136225644189423,0.03782053367068784,0.0005570814757256353,0.0005516993328835275,0.0007809240803821461,0.022718031494758404,0.0012181520420906416,0.0016692297818676747,0.2077147529141215,0.11025670138490527,0.03603199667949063,0.0007298316582652538,0.10040213242392973,0.07375549986886441,0.019589645301860883,0.00378391716356434,0.03787471920988712,0.02684421305599012,0.0030729596650598983,0.003239606950560194,4.1683657136019835e-05,2.7088036104028776e-05,8.994231782701222e-07,5.062122132879303e-07
P21.avi,1.0706247461554775e-06,0.0012209320224999588,0.0005085852028270276,0.6497277381193455,0.35217180396640324,0.3775177624999697,0.00022967077477645592,9.524581583471022e-07,5.16715160823131e-07,0.30722240028929054,0.23224143986973084,0.35176973749466106,0.352211880497755,0.11077808425795252,0.19976621414716236,0.15570155021554374,0.05618463750607905,0.046805789364681376,0.038081116815463195,0.5431473843724879,0.4425810032484253,0.0042361647222898,0.005010096866598265,0.0012141240049886053,0.0007479322670574131,0.04711776568280047,0.0005634613944230257,0.0018554352023865796,0.04161232522374652,0.044353359877027265,0.0014436777161467899,0.001376334111950176,0.009887949505583084,0.0036611171202895194,0.07830407448423209,0.10547851773166489,0.06600977189921159,0.08804704521656649,0.010514350267071199,0.008475927810824315,0.01331314758804889,0.023959553899993713,0.023420516365495046,0.011280274226312968,0.3260611195590656,0.3271425813935132,0.007728620307348057,0.009985961188831223,0.060373191077738086,0.06978677204495677,2.318232099623631e-06,9.5104617792941e-07
P22.avi,9.708229921527245e-07,0.0007822892896221109,0.00045723408379844946,0.5434127449560593,0.5183725418620014,0.6321764773249886,9.148493161459376e-05,9.104933771980874e-07,4.7145789045555193e-07,0.3435118869553062,0.31529377432543404,0.3330898784376573,0.3349509759914234,0.1298865086737925,0.16098643658487954,0.16232718441668562,0.12874790093693683,0.052656410536775416,0.046845479221508765,0.5456399124119212,0.3587238542933842,0.00272636980224067,0.0027352606774308347,0.00021513000826435584,0.001877709672686794,0.08902934564540423,0.001560258457550204,0.004249366454249196,0.011048138704052335,0.01500757113750753,0.0003784496927222917,0.0002640072572175766,0.010686085566829144,0.005134116354063926,0.015327014694871095,0.019721775263753603,0.054443822734512246,0.0373895611914555,0.08731229670008979,0.003181326647137889,0.023130697618764615,0.0352785030392024,0.011777359850567251,0.017760722886123015,0.06407763838272043,0.05726318121114328,0.004012650933302829,0.0018453968024081506,0.014912165844350964,0.013186557656313517,2.7499706761402452e-06,6.791045491915542e-07
P24.avi,2.282118714999235e-06,0.015913035375077184,0.02143593876263803,0.05838152860538084,0.22390601901994264,0.16163679374986784,0.0003502459673496107,1.1306314015578969e-06,1.112065921832316e-06,0.20813612114270538,0.21120875220519092,0.21381975018495025,0.2138704868011604,0.07234492881277339,0.2329164157069836,0.22305694678324567,0.05868232855690335,0.14060957936185645,0.1265646974384955,0.543117330472051,0.40087544646004003,0.01012275579904112,0.011076056251172464,0.0009825745200525027,0.002882492524415798,0.24061533226419837,0.0019177358935835258,0.01817742685144912,0.038042760608768884,0.011517232690794162,6.409167989923046e-05,6.923808712176136e-05,0.02470208102540906,0.005492109142930802,0.04176465112874338,0.08657613966137434,0.07915308925412914,0.0610014851139741,0.020028856927399283,0.0006347333337524297,0.002790659355142418,0.029894358720178465,0.0006078468434977383,0.00427894359339156,0.5587944912068641,0.5157689712870974,0.014984138767932188,0.029623785423475598,0.0272393061613802,0.024868793426941097,1.7599726400843028e-06,2.8979450745090516e-06
P25.avi,2.274494791436892e-06,0.042053257386466675,0.052218898705741985,0.06912266426929238,0.14282209752995767,0.10330058611758328,7.710570519122622e-05,7.922626852522956e-07,5.953993866932361e-07,0.40462136197587906,0.3300524443155553,0.2987229265794714,0.3070412074675038,0.04947390722577475,0.20789638962231638,0.2116701077585253,0.05424857597219872,0.1693862333071235,0.16721494531923667,0.5262080949719931,0.46329134620472434,0.004986300014620135,0.005780976001184009,0.0002362376436097977,0.0006032340687172625,0.0842289957339195,0.0022317414620318587,0.012642466354964764,0.023794985452741203,0.014918347958029508,0.00017134429688121257,0.00019210835152271713,0.009831541604606725,0.000753634777227398,0.014477870841111525,0.021031164941122553,0.055245034724122864,0.03795097836481839,0.13960569003645232,0.02112498323541062,0.02429606095913453,0.017229940804716605,0.009466988389325005,0.014644658791636664,0.08174444220870769,0.08531338463640731,0.001595068519376867,0.005155608622993823,0.007989502281522594,0.008114051072412342,1.7195768736448198e-06,1.297305600866452e-06
P27.avi,1.1966449092308549e-06,0.050431110376365156,0.09555148631301212,0.05026181496218156,0.09169259165376399,0.052297082554661624,0.0001043965085643078,4.9355747235278e-07,5.515066367090242e-07,0.27934650287299695,0.2828082428411023,0.30071070929521215,0.29554376255797027,0.05496621433205586,0.26954402118864235,0.260897322847402,0.051982682418682896,0.10599522478194652,0.10081570309349312,0.6232562078163996,0.5378491618287892,0.005902393965173812,0.0046161446599947194,0.0004779664951210643,0.0017327866881504965,0.14483571030760967,0.0008952411271997402,0.01800652083660326,0.0049774433270005514,0.016429379107704017,0.0004884945011670434,0.00034649844608394305,0.0070007428320826666,0.000606592436773199,0.017714813827444248,0.023439166388055262,0.07405223872718661,0.07381583795960789,0.009341022428820489,0.0026526934917594476,0.0075024195843853255,0.017791324072238105,0.0017901482365644487,0.0024993907030219325,0.14614416411983028,0.15190212908660858,0.024567687186348608,0.012305096981162823,0.00047236624147557434,0.0008435734610086346,9.077967615428783e-07,1.1269540590110776e-06
P29.avi,1.6417692269780171e-06,0.03221023890569691,0.004561303280749896,0.051905189730647526,0.13714170017113367,0.518691347752044,0.00011425336897456842,1.8956672561961412e-06,6.048707901521907e-07,0.36077785036032683,0.15872987305551411,0.31278175451664486,0.1764163659508421,0.0591846343062951,0.2709330167727621,0.3149002375435129,0.10575659557380544,0.10186965113231032,0.19168559616842373,0.32741317383760005,0.5360262412274206,0.003407547652058607,0.024234818680426814,0.000441500092412672,0.001549071668721795,0.14020871121288514,0.003592845736074654,0.0056200200341489405,0.014079077882386501,0.0158591398953585,0.0007251905917615867,0.0007680690925684086,0.007049432132789536,0.00726106625688037,0.031204651826434192,0.03496630771597074,0.10164031955629983,0.033649479696417815,0.023176456568035717,0.0021171594496896327,0.007885856827738898,0.012705150878605983,0.0019756722116998663,0.009602404459472733,0.12847203821910264,0.08303608140160644,0.01852845045932361,0.0037188615915238975,0.0015707356373802484,0.0015410859921261965,1.5679776169289181e-06,1.2207838577602026e-06
P3.avi,2.7331156395564136e-06,0.2540033648747654,0.2294773560811854,0.04634118784063376,0.05240619898536142,0.11471569561162216,0.0001903848649195166,2.090816799299238e-06,5.466952178416858e-07,0.4394956407152946,0.27367274455108215,0.3310957141689964,0.24527847298450217,0.042079840312492005,0.2125414977541884,0.2566415012640374,0.07510241588459128,0.054999810005135465,0.08575665294068405,0.5526863644567224,0.611415491742497,0.0015260373982710332,0.003386333908607202,0.00031808935553988743,0.00040503201403302994,0.14459173049264173,0.004981848957078286,0.006575498732879955,0.007192243177952256,0.014843129520623676,0.0007336522871967997,0.0006589616498529941,0.00945472814256335,0.0024769748150728723,0.0227643946856597,0.027309990934328617,0.05097099324019781,0.028995416032165357,0.013897774826033956,0.004228637840386149,0.00761356768934527,0.011287000031701843,0.00436657479663698,0.029141805526957255,0.4804611610396307,0.4479727609489867,0.03178986397646721,0.009727683338461178,0.06578749328557706,0.06683030483734811,1.282322733051954e-06,1.975738386297094e-06
P30.avi,4.273967779256532e-06,0.04426808460500202,0.018522497675862233,0.0741804410279309,0.11993295729715926,0.23294564380084484,0.000234632258212803,4.664226280896902e-06,1.1079734179104345e-06,0.3532056897135498,0.19747997226452677,0.2694821731435609,0.23096920404461682,0.13012885511386096,0.18067866934354218,0.1637983187297069,0.1301550501968393,0.12549150797916458,0.1472051095275479,0.5978584370004715,0.6311781475723977,0.0026759414909365824,0.014908448225701677,0.00036050928084884506,0.0008924884093482325,0.13826193664903685,0.002014574717150261,0.008804061641259223,0.01266309886161836,0.005601945358735436,0.0020002841909704363,0.002033075121338349,0.0062846981735294955,0.0020408142830182223,0.026529516053174898,0.04893932219140415,0.083246166152902,0.027085873538280052,0.02741467610741913,0.001432404994251274,0.009998611363222557,0.005446963934272917,0.007404243239073234,0.01793650891987077,0.5221354025417868,0.4396838928299227,0.051628439571495675,0.029057814220092675,0.047000170034861385,0.03883314495751074,1.509049107887713e-06,4.049383892688671e-06
P31.avi,1.74848176210782e-06,0.017078834759040953,0.006847490915517286,0.20472745344401982,0.2766846636157094,0.39718872914889575,0.00012440119633515192,1.5899441519442628e-06,7.029081216124704e-07,0.47950234369988065,0.35804221485186916,0.5311418375694663,0.5151052560564762,0.05387996330194388,0.3101655559372511,0.2997300604087,0.04574340288577084,0.040950860917330745,0.04977193167723296,0.4173282379061074,0.47362002408479636,0.0025263635297861973,0.009954502411840815,0.0003916973064902295,0.000302847485043914,0.02345821992284956,0.0028516496010482914,0.0019924176079758765,0.02310486158307403,0.07998856263806964,0.000709942532346425,0.0006350605377229047,0.0024780230810274723,0.0009069064649105501,0.02982747495740152,0.03459431311961238,0.18324413262949935,0.14314428036352173,0.010134960264697714,0.018166305638850612,0.0232091679217135,0.015554781194030786,0.02873382754573357,0.020775796847830423,0.2201237478499993,0.22174452604548456,0.014246753241544136,0.007132979467639484,0.026006400638140036,0.03284576875860037,3.977122589242308e-06,1.1496955764535904e-06
P32.avi,8.585036586364616e-07,0.0006286997760910981,0.00021681090678975728,0.5092339468909387,0.6085869361760909,0.7430213356079854,0.000294865391129162,2.036086569407272e-06,8.971246352524488e-07,0.28463418349945574,0.1633141639055865,0.3174201697469192,0.29086611286470365,0.06587794834134351,0.26752216359323333,0.2484230155655292,0.048043545152130995,0.04309863577516279,0.05186215422465264,0.3299888409503233,0.31361838900298816,0.00478699575714688,0.01876943755226785,0.0008973038449037482,0.0015998319747325591,0.13692453860929912,0.005231663102126816,0.0038640720927203974,0.02426859240181772,0.009971781616308675,0.00021890923732705136,0.00020388644781354413,0.023065935622751277,0.009806535214029586,0.10699270139341961,0.13449479218773686,0.03756460003749304,0.02417264573577405,0.03837989620251603,0.0006193111077560488,0.002644321192658597,0.009590022719130446,0.0022620931984408217,0.02567315740821753,0.3517158761853427,0.30050340670848763,0.01719029907215348,0.008575545611480197,0.16550379797969653,0.1455493608529748,4.631863429644375e-06,1.3088326073913806e-06
